precip,snofall, snomlt,surq_gen,latq,wateryld,perc,et,tloss, eplant,esoil,surq_cont,cn,sw_init,sw_final,sw_ave, sw_300,sno_init,sno_final,snopack, pet,qtile, irr,surq_runon,latq_runon,overbank,surq_cha,surq_res,surq_ls,latq_cha,latq_res,latq_ls,flo_out
0,0,0,9.66E-07,0.76,0.76,4.16E-02,1.24,0,3.63E-02,0.799,0,43.3,223,222,223,48.8,0,0,0,2.74,0,0,0,0,0,0,0,0,0.76,0,0,0.132
0,0,0,9.66E-07,0.605,0.605,4.01E-02,1.44,0,4.12E-02,0.92,0,43.3,222,221,222,47.8,0,0,0,3.17,0,0,0,0,0,0,0,0,0.605,0,0,9.42E-02
0,0,0,9.66E-07,0.489,0.489,3.87E-02,1.08,0,3.14E-02,0.706,0,43.3,221,220,220,47.2,0,0,0,2.4,0,0,0,0,0,0,0,0,0.489,0,0,6.76E-02
14.1,0,0,9.66E-07,1.27,1.27,4.71E-02,2.35,0,2.37E-02,0.596,0,43.3,220,227,224,53.6,0,0,0,3.34,0,0,0,0,0,0,0,0,1.27,0,0,0.373
4.54,0,0,9.66E-07,1.62,1.62,4.57E-02,1.55,0,2.07E-03,0.117,0,43.3,227,227,227,53.7,0,0,0,1.64,0,0,0,0,0,0,0,0,1.62,0,0,0.452
0,0,0,9.66E-07,1.21,1.21,3.88E-02,1.49,0,4.11E-02,0.921,0,43.3,227,226,227,52.7,0,0,0,3.17,0,0,0,0,0,0,0,0,1.21,0,0,0.306
0,0,0,9.66E-07,0.92,0.92,3.73E-02,2.06,0,6.01E-02,1.34,0,43.3,226,224,225,51.4,0,0,0,4.52,0,0,0,0,0,0,0,0,0.92,0,0,0.217
4.7,0,0,9.66E-07,0.813,0.813,3.72E-02,2.4,0,2.46E-02,0.627,0,43.3,224,226,225,53.1,0,0,0,3.41,0,0,0,0,0,0,0,0,0.813,0,0,0.203
2.02,0,0,9.66E-07,0.762,0.762,3.65E-02,1.71,0,8.78E-03,0.265,0,43.3,226,226,226,53,0,0,0,2.08,0,0,0,0,0,0,0,0,0.762,0,0,0.196
1.78,0,0,9.66E-07,0.689,0.689,3.53E-02,0.915,0,8.86E-06,4.20E-02,0,43.3,226,226,226,53,0,0,0,0.928,0,0,0,0,0,0,0,0,0.689,0,0,0.19
7.53,0,0,3.73E-04,1.83,1.83,4.74E-02,1.32,0,0,5.73E-02,3.72E-04,43.3,226,227,226,53.6,0,0,0,1.34,0,0,0,0,0,3.72E-04,0,0,1.83,0,0,0.502
1.69,0,0,3.02E-06,1.49,1.49,3.68E-02,0.855,0,1.81E-05,3.93E-02,2.05E-06,43.3,227,227,227,53.5,0,0,0,0.869,0,0,0,0,0,2.05E-06,0,0,1.49,0,0,0.393
0,0,0,9.66E-07,1.11,1.11,3.44E-02,1.31,0,2.05E-02,0.499,0,43.3,227,226,226,53,0,0,0,2.14,0,0,0,0,0,0,0,0,1.11,0,0,0.273
0,0,0,9.66E-07,0.836,0.836,3.32E-02,0.596,0,1.72E-02,0.391,0,43.3,226,225,226,52.6,0,0,0,1.3,0,0,0,0,0,0,0,0,0.836,0,0,0.193
0,0,0,9.66E-07,0.636,0.636,3.22E-02,0.736,0,2.16E-02,0.493,0,43.3,225,225,225,52.1,0,0,0,1.62,0,0,0,0,0,0,0,0,0.636,0,0,0.137
0,0,0,9.66E-07,0.49,0.49,3.13E-02,0.67,0,2.02E-02,0.464,0,43.3,225,224,224,51.6,0,0,0,1.49,0,0,0,0,0,0,0,0,0.49,0,0,9.65E-02
0,0,0,9.66E-07,0.384,0.384,3.04E-02,1.89,0,5.43E-02,1.23,0,43.3,224,222,223,50.3,0,0,0,4.1,0,0,0,0,0,0,0,0,0.384,0,0,6.80E-02
0,0,0,9.66E-07,0.306,0.306,2.96E-02,1.84,0,5.29E-02,1.19,0,43.3,222,221,222,49.2,0,0,0,3.99,0,0,0,0,0,0,0,0,0.306,0,0,4.75E-02
0,0,0,9.66E-07,0.248,0.248,2.88E-02,2.1,0,9.05E-02,1.38,0,43.3,221,219,220,47.8,0,0,0,4.55,0,0,0,0,0,0,0,0,0.248,0,0,3.31E-02
1.21,0,0,9.66E-07,0.205,0.205,2.81E-02,2.11,0,0.244,0.768,0,43.3,219,218,219,47.1,0,0,0,3.17,0,0,0,0,0,0,0,0,0.205,0,0,2.69E-02
19,0,0,1.77E-03,2.53,2.54,5.24E-02,1.03,0,0,4.80E-02,1.77E-03,43.3,218,226,222,53,0,0,0,1.04,0,0,0,0,0,1.77E-03,0,0,2.53,0,0,0.745
21.3,0,0,3.54E-02,6.59,6.63,8.15E-02,0.398,0,0,1.84E-02,3.54E-02,43.3,226,228,227,53.3,0,0,0,0.404,0,0,0,0,0,3.54E-02,0,0,6.59,0,0,1.86
1.06,0,0,4.14E-05,4.97,4.97,4.21E-02,0.787,0,0,3.61E-02,4.05E-05,43.3,228,227,227,53.3,0,0,0,0.798,0,0,0,0,0,4.05E-05,0,0,4.97,0,0,1.32
3.73E-02,0,0,9.66E-07,3.62,3.62,3.80E-02,2.26,0,4.13E-02,0.987,0,43.3,227,226,226,52.3,0,0,0,3.93,0,0,0,0,0,0,0,0,3.62,0,0,0.929
4.01,0,0,2.65E-04,2.95,2.95,3.89E-02,2.03,0,1.31E-02,0.377,2.64E-04,43.3,226,226,226,53.1,0,0,0,2.57,0,0,0,0,0,2.64E-04,0,0,2.95,0,0,0.768
2.34,0,0,4.84E-06,2.32,2.32,3.61E-02,1.94,0,1.20E-02,0.35,3.87E-06,43.3,226,226,226,53,0,0,0,2.44,0,0,0,0,0,3.87E-06,0,0,2.32,0,0,0.602
2.93,0,0,1.33E-03,2.07,2.07,3.69E-02,0.903,0,0,4.11E-02,1.33E-03,43.3,226,226,226,53,0,0,0,0.916,0,0,0,0,0,1.33E-03,0,0,2.07,0,0,0.538
9.93E-02,0,0,9.66E-07,1.52,1.52,3.25E-02,1.15,0,1.25E-02,0.331,0,43.3,226,225,226,52.7,0,0,0,1.66,0,0,0,0,0,0,0,0,1.52,0,0,0.373
0,0,0,9.66E-07,1.13,1.13,3.12E-02,1.82,0,5.16E-02,1.19,0,43.3,225,224,225,51.5,0,0,0,3.9,0,0,0,0,0,0,0,0,1.13,0,0,0.265
0,0,0,9.66E-07,0.845,0.845,3.01E-02,1.56,0,4.39E-02,1.01,0,43.3,224,223,223,50.5,0,0,0,3.33,0,0,0,0,0,0,0,0,0.845,0,0,0.188
0,0,0,9.66E-07,0.639,0.639,2.91E-02,1.56,0,6.12E-02,1.03,0,43.3,223,221,222,49.5,0,0,0,3.34,0,0,0,0,0,0,0,0,0.639,0,0,0.133
4.36,0,0,9.66E-07,0.626,0.626,2.95E-02,1.47,0,7.40E-04,7.33E-02,0,43.3,221,223,222,51.6,0,0,0,1.51,0,0,0,0,0,0,0,0,0.626,0,0,0.169
0.353,0,0,9.66E-07,0.478,0.478,2.75E-02,2.02,0,6.25E-02,1.06,0,43.3,223,222,223,50.5,0,0,0,3.79,0,0,0,0,0,0,0,0,0.478,0,0,0.107
0.278,0,0,9.66E-07,0.37,0.37,2.67E-02,1.5,0,4.76E-02,0.807,0,43.3,222,221,222,49.7,0,0,0,2.87,0,0,0,0,0,0,0,0,0.37,0,0,7.62E-02
0.262,0,0,9.66E-07,0.291,0.291,2.61E-02,0.727,0,1.81E-02,0.303,0,43.3,221,221,221,49.4,0,0,0,1.23,0,0,0,0,0,0,0,0,0.291,0,0,5.36E-02
3.73E-02,0,0,9.66E-07,0.234,0.234,2.54E-02,1.76,0,6.65E-02,1.12,0,43.3,221,219,220,48.3,0,0,0,3.69,0,0,0,0,0,0,0,0,0.234,0,0,3.74E-02
0,0,0,9.66E-07,0.191,0.191,2.48E-02,0.695,0,2.69E-02,0.47,0,43.3,219,219,219,47.9,0,0,0,1.5,0,0,0,0,0,0,0,0,0.191,0,0,2.61E-02
1.88E-02,0,0,9.66E-07,0.16,0.16,2.41E-02,1.12,0,0.235,0.835,0,43.3,219,218,218,47,0,0,0,2.35,0,0,0,0,0,0,0,0,0.16,0,0,1.80E-02
0,0,0,9.66E-07,0.136,0.136,2.35E-02,1.28,0,0.3,0.978,0,43.3,218,216,217,45.9,0,0,0,2.75,0,0,0,0,0,0,0,0,0.136,0,0,1.22E-02
18.8,0,0,2.42E-03,2.29,2.29,4.56E-02,1.68,0,4.05E-03,0.166,2.42E-03,43.3,216,224,220,52.1,0,0,0,1.86,0,0,0,0,0,2.42E-03,0,0,2.29,0,0,0.716
2.06,0,0,6.74E-04,1.76,1.77,2.80E-02,1.89,0,9.58E-03,0.296,6.73E-04,43.3,224,224,224,52,0,0,0,2.29,0,0,0,0,0,6.73E-04,0,0,1.76,0,0,0.472
0.452,0,0,9.66E-07,1.29,1.29,2.62E-02,1.04,0,1.51E-02,0.375,0,43.3,224,223,223,51.7,0,0,0,1.65,0,0,0,0,0,0,0,0,1.29,0,0,0.332
9.47E-02,0,0,9.66E-07,0.953,0.953,2.52E-02,1.25,0,3.22E-02,0.76,0,43.3,223,222,223,50.9,0,0,0,2.53,0,0,0,0,0,0,0,0,0.953,0,0,0.233
8.58,0,0,3.12E-03,1.89,1.9,3.69E-02,2.13,0,1.69E-02,0.478,3.12E-03,43.3,222,224,223,52.1,0,0,0,2.82,0,0,0,0,0,3.12E-03,0,0,1.89,0,0,0.526
13.7,0,0,1.51E-02,4.17,4.19,5.55E-02,1.78,0,6.75E-03,0.24,1.51E-02,43.3,224,225,224,52.3,0,0,0,2.05,0,0,0,0,0,1.51E-02,0,0,4.17,0,0,1.18
3.73E-02,0,0,9.66E-07,3.04,3.04,3.10E-02,0.706,0,1.86E-02,0.441,0,43.3,225,224,225,51.8,0,0,0,1.45,0,0,0,0,0,0,0,0,3.04,0,0,0.794
0,0,0,9.66E-07,2.22,2.22,2.92E-02,1.87,0,5.19E-02,1.22,0,43.3,224,223,223,50.6,0,0,0,3.94,0,0,0,0,0,0,0,0,2.22,0,0,0.562
0,0,0,9.66E-07,1.63,1.63,2.78E-02,1.05,0,2.99E-02,0.709,0,43.3,223,222,222,49.9,0,0,0,2.24,0,0,0,0,0,0,0,0,1.63,0,0,0.397
0,0,0,9.66E-07,1.2,1.2,2.66E-02,1.51,0,4.21E-02,0.993,0,43.3,222,220,221,48.9,0,0,0,3.18,0,0,0,0,0,0,0,0,1.2,0,0,0.281
0,0,0,9.66E-07,0.89,0.89,2.56E-02,1.41,0,3.95E-02,0.928,0,43.3,220,219,220,48,0,0,0,2.98,0,0,0,0,0,0,0,0,0.89,0,0,0.198
0,0,0,9.66E-07,0.666,0.666,2.47E-02,2.02,0,5.92E-02,1.33,0,43.3,219,218,218,46.7,0,0,0,4.27,0,0,0,0,0,0,0,0,0.666,0,0,0.14
0.816,0,0,9.66E-07,0.504,0.504,2.38E-02,2.34,0,0.219,1.11,0,43.3,218,216,217,45.7,0,0,0,3.98,0,0,0,0,0,0,0,0,0.504,0,0,0.102
1.46,0,0,9.66E-07,0.386,0.386,2.30E-02,2.03,0,0.22,0.667,0,43.3,216,216,216,45.2,0,0,0,2.85,0,0,0,0,0,0,0,0,0.386,0,0,7.60E-02
3.71,0,0,9.66E-07,0.313,0.313,2.25E-02,1.91,0,1.67E-02,0.323,0,43.3,216,217,216,47,0,0,0,2.32,0,0,0,0,0,0,0,0,0.313,0,0,7.05E-02
3.5,0,0,9.66E-07,0.293,0.293,2.22E-02,1.76,0,5.96E-03,0.222,0,43.3,217,219,218,48.4,0,0,0,2.01,0,0,0,0,0,0,0,0,0.293,0,0,6.67E-02
0.154,0,0,9.66E-07,0.23,0.23,2.13E-02,1.23,0,0.159,0.791,0,43.3,219,217,218,47.6,0,0,0,2.4,0,0,0,0,0,0,0,0,0.23,0,0,3.91E-02
0,0,0,9.66E-07,0.184,0.184,2.07E-02,1.21,0,0.28,0.928,0,43.3,217,216,217,46.5,0,0,0,2.55,0,0,0,0,0,0,0,0,0.184,0,0,2.64E-02
3.18E-02,0,0,9.66E-07,0.15,0.15,2.01E-02,2.11,0,0.468,1.61,0,43.3,216,214,215,45,0,0,0,4.46,0,0,0,0,0,0,0,0,0.15,0,0,1.80E-02
22.4,0,0,5.00E-03,2.91,2.91,4.99E-02,2.44,0,2.49E-02,0.649,5.00E-03,43.3,214,222,218,50.8,0,0,0,3.45,0,0,0,0,0,5.00E-03,0,0,2.91,0,0,0.843
3.34,0,0,9.66E-07,2.4,2.4,2.92E-02,2.15,0,1.69E-02,0.477,0,43.3,222,222,222,50.8,0,0,0,2.83,0,0,0,0,0,0,0,0,2.4,0,0,0.638
0,0,0,9.66E-07,1.76,1.76,2.54E-02,2.27,0,6.27E-02,1.49,0,43.3,222,220,221,49.3,0,0,0,4.74,0,0,0,0,0,0,0,0,1.76,0,0,0.443
1.05,0,0,9.66E-07,1.29,1.29,2.42E-02,1.09,0,8.21E-03,0.234,0,43.3,220,220,220,49.4,0,0,0,1.42,0,0,0,0,0,0,0,0,1.29,0,0,0.32
3.67,0,0,9.66E-07,1.35,1.35,2.68E-02,0.699,0,7.24E-05,3.36E-02,0,43.3,220,221,220,50.1,0,0,0,0.711,0,0,0,0,0,0,0,0,1.35,0,0,0.438
0.718,0,0,9.66E-07,1.08,1.08,2.34E-02,0.736,0,1.05E-04,3.75E-02,0,43.3,221,220,220,50.1,0,0,0,0.751,0,0,0,0,0,0,0,0,1.08,0,0,0.346
6.71,0,0,1.07E-03,1.84,1.84,3.25E-02,2.15,0,1.69E-02,0.485,1.07E-03,43.3,220,221,221,50.8,0,0,0,2.82,0,0,0,0,0,1.07E-03,0,0,1.84,0,0,0.606
7.11,0,0,5.41E-03,2.63,2.63,3.63E-02,1.71,0,4.57E-03,0.19,5.41E-03,43.3,221,222,222,50.9,0,0,0,1.9,0,0,0,0,0,5.41E-03,0,0,2.63,0,0,0.82
3,0,0,9.73E-04,2.29,2.29,2.84E-02,1.34,0,2.89E-05,6.22E-02,9.72E-04,43.3,222,222,222,50.9,0,0,0,1.36,0,0,0,0,0,9.72E-04,0,0,2.29,0,0,0.695
4.86,0,0,3.04E-03,2.39,2.39,3.20E-02,1.92,0,1.02E-02,0.325,3.04E-03,43.3,222,222,222,50.9,0,0,0,2.33,0,0,0,0,0,3.04E-03,0,0,2.39,0,0,0.676
1.88E-02,0,0,9.66E-07,1.75,1.75,2.49E-02,1.65,0,4.45E-02,1.07,0,43.3,222,221,221,49.9,0,0,0,3.4,0,0,0,0,0,0,0,0,1.75,0,0,0.467
1.63,0,0,9.66E-07,1.29,1.29,2.38E-02,2.08,0,2.31E-02,0.613,0,43.3,221,220,220,49.7,0,0,0,3,0,0,0,0,0,0,0,0,1.29,0,0,0.341
0,0,0,9.66E-07,0.949,0.949,2.27E-02,1.5,0,4.14E-02,0.996,0,43.3,220,219,220,48.7,0,0,0,3.13,0,0,0,0,0,0,0,0,0.949,0,0,0.235
6.37E-02,0,0,9.66E-07,0.706,0.706,2.19E-02,1.83,0,4.95E-02,1.2,0,43.3,219,218,218,47.6,0,0,0,3.78,0,0,0,0,0,0,0,0,0.706,0,0,0.166
4.67,0,0,9.66E-07,0.807,0.807,2.37E-02,1.86,0,8.90E-03,0.293,0,43.3,218,219,218,49.3,0,0,0,2.22,0,0,0,0,0,0,0,0,0.807,0,0,0.276
0.172,0,0,9.66E-07,0.598,0.598,2.08E-02,0.982,0,2.22E-02,0.545,0,43.3,219,219,219,48.7,0,0,0,1.86,0,0,0,0,0,0,0,0,0.598,0,0,0.179
3.45E-02,0,0,9.66E-07,0.448,0.448,2.01E-02,1.17,0,3.13E-02,0.76,0,43.3,219,218,218,48,0,0,0,2.4,0,0,0,0,0,0,0,0,0.448,0,0,0.126
7.04,0,0,9.66E-07,1.11,1.11,2.69E-02,1.67,0,3.64E-03,0.166,0,43.3,218,220,219,50.1,0,0,0,1.82,0,0,0,0,0,0,0,0,1.11,0,0,0.431
0.651,0,0,9.66E-07,0.812,0.812,2.01E-02,0.759,0,3.87E-03,0.122,0,43.3,220,220,220,50,0,0,0,0.921,0,0,0,0,0,0,0,0,0.812,0,0,0.287
0,0,0,9.66E-07,0.597,0.597,1.95E-02,1.33,0,4.62E-02,0.832,0,43.3,220,219,219,49.2,0,0,0,2.66,0,0,0,0,0,0,0,0,0.597,0,0,0.2
0,0,0,9.66E-07,0.443,0.443,1.89E-02,1.16,0,4.39E-02,0.78,0,43.3,219,218,218,48.4,0,0,0,2.41,0,0,0,0,0,0,0,0,0.443,0,0,0.141
1.93,0,0,9.66E-07,0.349,0.349,1.86E-02,0.561,0,1.27E-03,2.84E-02,0,43.3,218,218,218,49,0,0,0,0.571,0,0,0,0,0,0,0,0,0.349,0,0,0.116
0,0,0,9.66E-07,0.265,0.265,1.80E-02,1.93,0,0.254,0.966,0,43.3,218,217,218,48.1,0,0,0,3.24,0,0,0,0,0,0,0,0,0.265,0,0,7.40E-02
0,0,0,9.66E-07,0.204,0.204,1.76E-02,1.58,0,0.348,1.23,0,43.3,217,216,216,46.8,0,0,0,3.35,0,0,0,0,0,0,0,0,0.204,0,0,5.17E-02
0,0,0,9.66E-07,0.16,0.16,1.71E-02,1.44,0,0.298,1.14,0,43.3,216,214,215,45.7,0,0,0,3.1,0,0,0,0,0,0,0,0,0.16,0,0,3.58E-02
0,0,0,9.66E-07,0.128,0.128,1.67E-02,1.88,0,0.392,1.49,0,43.3,214,212,213,44.3,0,0,0,4.07,0,0,0,0,0,0,0,0,0.128,0,0,2.43E-02
0,0,0,9.66E-07,0.104,0.104,1.62E-02,2.04,0,0.447,1.59,0,43.3,212,210,211,42.9,0,0,0,4.39,0,0,0,0,0,0,0,0,0.104,0,0,1.66E-02
5.04,0,0,9.66E-07,0.117,0.117,1.60E-02,2.39,0,2.37E-02,0.634,0,43.3,210,212,211,45.6,0,0,0,3.34,0,0,0,0,0,0,0,0,0.117,0,0,4.22E-02
0,0,0,9.66E-07,9.51E-02,9.51E-02,1.54E-02,1.15,0,0.215,0.891,0,43.3,212,211,212,44.7,0,0,0,2.42,0,0,0,0,0,0,0,0,9.51E-02,0,0,1.53E-02
9.37E-02,0,0,9.66E-07,7.90E-02,7.90E-02,1.51E-02,1.9,0,0.375,1.43,0,43.3,211,209,210,43.2,0,0,0,3.95,0,0,0,0,0,0,0,0,7.90E-02,0,0,1.10E-02
1.53,0,0,9.66E-07,6.72E-02,6.72E-02,1.48E-02,0.763,0,0,3.96E-02,0,43.3,209,210,210,43.7,0,0,0,0.774,0,0,0,0,0,0,0,0,6.72E-02,0,0,1.36E-02
0.109,0,0,9.66E-07,5.83E-02,5.83E-02,1.45E-02,1.54,0,0.244,0.84,0,43.3,210,209,209,42.9,0,0,0,2.65,0,0,0,0,0,0,0,0,5.83E-02,0,0,6.33E-03
2.03,0,0,9.66E-07,5.89E-02,5.89E-02,1.43E-02,1.53,0,5.97E-02,0.196,0,43.3,209,209,209,43.4,0,0,0,1.72,0,0,0,0,0,0,0,0,5.89E-02,0,0,1.32E-02
12.5,0,0,9.66E-07,1.05,1.05,2.41E-02,2.5,0,2.66E-02,0.714,0,43.3,209,214,212,48,0,0,0,3.56,0,0,0,0,0,0,0,0,1.05,0,0,0.402
13.3,0,0,3.81E-04,2.98,2.98,3.89E-02,0.492,0,0,2.43E-02,3.80E-04,43.3,214,217,216,49.2,0,0,0,0.5,0,0,0,0,0,3.80E-04,0,0,2.98,0,0,0.963
12.1,0,0,1.02E-02,4.79,4.8,4.81E-02,0.897,0,0,4.11E-02,1.02E-02,43.3,217,218,218,49.4,0,0,0,0.91,0,0,0,0,0,1.02E-02,0,0,4.79,0,0,1.35
4.86,0,0,1.40E-03,4.36,4.36,3.38E-02,1.91,0,9.88E-03,0.321,1.40E-03,43.3,218,218,218,49.4,0,0,0,2.3,0,0,0,0,0,1.40E-03,0,0,4.36,0,0,1.27
7.76E-02,0,0,9.66E-07,3.16,3.16,2.46E-02,1.45,0,3.72E-02,0.912,0,43.3,218,217,218,48.5,0,0,0,2.89,0,0,0,0,0,0,0,0,3.16,0,0,0.883
21.9,0,0,4.45E-02,6.65,6.69,6.86E-02,2.6,0,2.90E-02,0.79,4.45E-02,43.3,217,220,219,50,0,0,0,3.74,0,0,0,0,0,4.45E-02,0,0,6.65,0,0,1.85
8.31,0,0,1.61E-02,6.48,6.5,4.76E-02,0.35,0,0,1.70E-02,1.61E-02,43.3,220,220,220,50.3,0,0,0,0.356,0,0,0,0,0,1.61E-02,0,0,6.48,0,0,1.77
9.33,0,0,2.81E-02,6.8,6.82,5.32E-02,0.362,0,0,1.71E-02,2.81E-02,43.3,220,222,221,51.1,0,0,0,0.367,0,0,0,0,0,2.81E-02,0,0,6.8,0,0,1.82
4.53,0,0,1.50E-02,5.97,5.98,4.36E-02,0.384,0,0,1.79E-02,1.50E-02,43.3,222,222,222,51.3,0,0,0,0.39,0,0,0,0,0,1.50E-02,0,0,5.97,0,0,1.59
8.41E-02,0,0,9.66E-07,4.34,4.34,3.23E-02,2.37,0,3.04E-02,0.812,0,43.3,222,221,221,50.5,0,0,0,3.55,0,0,0,0,0,0,0,0,4.34,0,0,1.11
14.5,0,0,5.94E-02,5.97,6.03,5.95E-02,1.06,0,0,4.95E-02,5.94E-02,43.3,221,223,222,51.9,0,0,0,1.07,0,0,0,0,0,5.94E-02,0,0,5.97,0,0,1.65
7.84,0,0,4.40E-02,5.94,5.99,4.93E-02,2.26,0,1.91E-02,0.547,4.40E-02,43.3,223,223,223,52.1,0,0,0,3,0,0,0,0,0,4.40E-02,0,0,5.94,0,0,1.76
4.09,0,0,7.12E-03,4.94,4.95,3.97E-02,0.898,0,0,4.28E-02,7.12E-03,43.3,223,223,223,52.1,0,0,0,0.912,0,0,0,0,0,7.12E-03,0,0,4.94,0,0,1.41
21.3,0,0,0.158,8.16,8.32,8.22E-02,0.714,0,0,3.44E-02,0.158,43.3,223,228,225,53.4,0,0,0,0.724,0,0,0,0,0,0.158,0,0,8.16,0,0,2.23
1.46,0,0,1.39E-04,6.16,6.16,4.32E-02,1.61,0,4.15E-03,0.173,1.38E-04,43.3,228,227,227,53.2,0,0,0,1.78,0,0,0,0,0,1.38E-04,0,0,6.16,0,0,1.61
0,0,0,9.66E-07,4.5,4.5,3.79E-02,1.61,0,4.32E-02,1.07,0,43.3,227,225,226,52.1,0,0,0,3.28,0,0,0,0,0,0,0,0,4.5,0,0,1.13
4.74,0,0,2.25E-04,3.78,3.78,3.99E-02,2.09,0,1.50E-02,0.448,2.24E-04,43.3,225,226,225,53,0,0,0,2.67,0,0,0,0,0,2.24E-04,0,0,3.78,0,0,1.03
0,0,0,9.66E-07,2.77,2.77,3.35E-02,1.2,0,3.29E-02,0.814,0,43.3,226,224,225,52.1,0,0,0,2.47,0,0,0,0,0,0,0,0,2.77,0,0,0.712
0.114,0,0,9.66E-07,2.04,2.04,3.16E-02,0.543,0,1.24E-02,0.318,0,43.3,224,224,224,51.8,0,0,0,1.03,0,0,0,0,0,0,0,0,2.04,0,0,0.506
7.06,0,0,6.50E-04,2.46,2.46,3.97E-02,0.78,0,0,3.79E-02,6.49E-04,43.3,224,225,225,53.1,0,0,0,0.791,0,0,0,0,0,6.49E-04,0,0,2.46,0,0,0.717
2.46,0,0,7.41E-04,2.25,2.26,3.46E-02,0.384,0,0,1.95E-02,7.40E-04,43.3,225,225,225,53.1,0,0,0,0.391,0,0,0,0,0,7.40E-04,0,0,2.25,0,0,0.691
0,0,0,9.66E-07,1.66,1.66,2.94E-02,2.13,0,2.69E-02,0.73,0,43.3,225,224,225,52.4,0,0,0,3.17,0,0,0,0,0,0,0,0,1.66,0,0,0.48
0,0,0,9.66E-07,1.23,1.23,2.81E-02,1.5,0,4.10E-02,1.02,0,43.3,224,223,223,51.4,0,0,0,3.08,0,0,0,0,0,0,0,0,1.23,0,0,0.341
0,0,0,9.66E-07,0.922,0.922,2.69E-02,1.37,0,3.80E-02,0.947,0,43.3,223,222,222,50.4,0,0,0,2.83,0,0,0,0,0,0,0,0,0.922,0,0,0.243
2.64,0,0,9.66E-07,0.697,0.697,2.59E-02,2.13,0,1.69E-02,0.505,0,43.3,222,222,222,51,0,0,0,2.78,0,0,0,0,0,0,0,0,0.697,0,0,0.184
13.5,0,0,6.02E-03,2.74,2.74,4.81E-02,1.16,0,0,5.55E-02,6.02E-03,43.3,222,225,224,53.1,0,0,0,1.18,0,0,0,0,0,6.02E-03,0,0,2.74,0,0,0.808
0.697,0,0,9.66E-07,2.01,2.01,2.88E-02,1.52,0,1.26E-02,0.369,0,43.3,225,224,225,52.7,0,0,0,2.01,0,0,0,0,0,0,0,0,2.01,0,0,0.536
6.63,0,0,5.51E-03,2.58,2.58,3.92E-02,0.76,0,0,3.75E-02,5.51E-03,43.3,224,225,225,53.1,0,0,0,0.771,0,0,0,0,0,5.51E-03,0,0,2.58,0,0,0.651
4.53,0,0,4.55E-03,2.77,2.78,3.89E-02,0.904,0,0,4.32E-02,4.55E-03,43.3,225,226,225,53.1,0,0,0,0.918,0,0,0,0,0,4.55E-03,0,0,2.77,0,0,0.659
0.497,0,0,9.66E-07,2.05,2.05,3.04E-02,0.971,0,1.93E-03,9.26E-02,0,43.3,226,225,225,53,0,0,0,1.05,0,0,0,0,0,0,0,0,2.05,0,0,0.459
7.47,0,0,7.75E-03,2.94,2.95,4.40E-02,2.14,0,1.65E-02,0.49,7.75E-03,43.3,225,226,225,53.1,0,0,0,2.78,0,0,0,0,0,7.75E-03,0,0,2.94,0,0,0.845
17.1,0,0,0.118,6.12,6.24,7.32E-02,0.273,0,0,1.44E-02,0.118,43.3,226,227,226,53.3,0,0,0,0.278,0,0,0,0,0,0.118,0,0,6.12,0,0,1.92
1.83,0,0,5.15E-04,4.83,4.84,4.20E-02,1.45,0,6.08E-04,8.46E-02,5.14E-04,43.3,227,227,227,53.3,0,0,0,1.49,0,0,0,0,0,5.14E-04,0,0,4.83,0,0,1.37
9.91,0,0,5.11E-02,5.68,5.73,6.00E-02,0.883,0,0,4.18E-02,5.11E-02,43.3,227,228,227,53.4,0,0,0,0.896,0,0,0,0,0,5.11E-02,0,0,5.68,0,0,1.57
0.114,0,0,9.66E-07,4.16,4.16,3.94E-02,0.993,0,6.28E-03,0.204,0,43.3,228,227,227,53.1,0,0,0,1.23,0,0,0,0,0,0,0,0,4.16,0,0,1.07
1.88E-02,0,0,9.66E-07,3.05,3.05,3.67E-02,0.575,0,1.52E-02,0.383,0,43.3,227,226,226,52.7,0,0,0,1.16,0,0,0,0,0,0,0,0,3.05,0,0,0.76
0.477,0,0,9.66E-07,2.25,2.25,3.44E-02,1.07,0,1.63E-02,0.429,0,43.3,226,225,226,52.3,0,0,0,1.7,0,0,0,0,0,0,0,0,2.25,0,0,0.542
8.41E-02,0,0,9.66E-07,1.67,1.67,3.26E-02,0.413,0,8.75E-03,0.223,0,43.3,225,225,225,52,0,0,0,0.75,0,0,0,0,0,0,0,0,1.67,0,0,0.385
29,0,0,0.249,7.87,8.12,0.102,0.866,0,0,4.19E-02,0.249,43.3,225,229,227,53.5,0,0,0,0.879,0,0,0,0,0,0.249,0,0,7.87,0,0,2.4
8.11,0,0,7.38E-02,7.55,7.63,6.46E-02,1.09,0,0,5.16E-02,7.38E-02,43.3,229,229,229,53.6,0,0,0,1.1,0,0,0,0,0,7.38E-02,0,0,7.55,0,0,2.02
2.16,0,0,4.59E-04,5.79,5.79,4.84E-02,1.49,0,8.51E-04,9.17E-02,4.58E-04,43.3,229,228,229,53.6,0,0,0,1.53,0,0,0,0,0,4.58E-04,0,0,5.79,0,0,1.49
2.49,0,0,4.21E-04,4.49,4.49,4.56E-02,1.29,0,0,6.07E-02,4.20E-04,43.3,228,228,228,53.5,0,0,0,1.3,0,0,0,0,0,4.20E-04,0,0,4.49,0,0,1.11
